L101_volume,L102_volume,L103_volume,L104_volume,L106_volume,L107_volume,L108_volume,L101_occupancy,L102_occupancy,L103_occupancy,L104_occupancy,L106_occupancy,L107_occupancy,L108_occupancy,DAY,MIN.3.TIME
50,47,48,58,91,32,39,6.3,6.495,9.06,19.49,14.17,3.145,5.705,19,5786
46,38,57,41,65,43,28,4.92,5.315,8.27,13.385,10.235,4.725,3.15,19,5787
48,59,49,68,74,63,32,5.905,7.48,7.09,24.215,11.22,6.5,4.33,19,5788
52,35,57,41,73,43,46,6.495,4.135,9.645,11.025,12.01,4.33,5.91,19,5789
38,50,58,54,79,35,41,4.135,6.3,8.66,18.9,12.8,4.13,5.71,19,5790
58,57,48,66,55,42,23,8.07,8.07,10.235,25.395,9.055,4.525,3.15,19,5791
50,38,43,60,52,58,29,5.905,4.33,7.285,21.065,11.42,6.69,3.35,19,5792
36,41,37,45,59,32,38,4.725,5.315,4.925,18.505,9.45,3.545,5.12,19,5793
37,41,41,52,57,46,30,4.135,4.925,6.1,14.965,7.68,5.315,3.935,19,5794
40,42,44,53,55,52,26,4.33,5.51,5.71,16.34,8.66,5.705,2.955,19,5795
39,63,36,64,52,42,28,3.74,7.285,4.53,18.505,8.27,4.135,3.35,19,5796
39,32,42,41,57,33,31,4.135,3.74,8.665,13.585,9.255,2.955,4.135,19,5797
27,40,40,50,49,29,32,3.15,4.525,5.315,15.945,7.09,3.54,3.54,19,5798
50,35,35,74,63,42,33,5.515,4.135,4.13,17.915,8.66,3.935,4.33,19,5799
28,33,40,42,48,28,30,2.755,3.935,5.515,11.42,7.09,2.56,3.74,19,5800
38,35,33,42,50,32,28,4.13,4.135,3.94,13.385,8.07,3.345,2.955,19,5801
34,36,37,42,50,34,25,3.345,6.1,4.525,12.795,7.085,2.955,3.15,19,5802
36,35,33,46,46,25,24,3.35,3.74,4.92,13.385,5.905,2.56,3.15,19,5803
34,38,46,42,59,38,24,3.15,4.33,5.905,12.205,9.65,3.15,2.56,19,5804
33,37,40,46,53,34,23,3.94,4.525,9.845,12.995,7.875,2.955,2.365,19,5805
52,31,31,44,40,39,22,5.91,2.95,3.74,11.415,6.1,3.935,2.365,19,5806
26,45,30,47,55,31,30,2.36,4.33,2.95,12.6,7.285,2.755,3.54,19,5807
36,36,34,41,49,37,25,3.545,3.935,3.74,12.6,8.07,3.15,3.15,19,5808
27,37,27,43,42,31,20,2.755,3.74,3.345,9.845,5.905,2.56,2.56,19,5809
27,37,33,50,52,25,29,2.365,4.925,3.54,14.175,6.5,1.97,3.345,19,5810
37,31,42,41,66,32,31,3.545,3.15,5.315,11.815,8.66,2.76,3.94,19,5811
39,30,32,34,49,27,17,3.94,3.15,3.545,9.055,6.69,1.97,1.965,19,5812
30,42,30,55,49,41,20,2.56,3.935,3.345,13.975,6.695,3.545,1.97,19,5813
23,40,34,51,54,29,27,1.77,4.33,3.935,16.34,6.495,2.56,2.955,19,5814
31,33,31,38,40,30,25,2.56,3.345,4.135,11.025,5.315,2.365,2.755,19,5815
36,28,37,36,54,32,17,3.345,2.955,6.1,10.83,10.04,2.955,1.97,19,5816
33,43,35,43,53,29,29,3.15,4.725,3.935,12.205,7.48,2.165,3.345,19,5817
31,39,31,40,48,26,25,2.755,3.94,11.615,12.01,6.495,1.97,2.95,19,5818
32,19,23,38,37,30,15,2.955,2.165,18.11,13.78,4.525,2.755,1.575,19,5819
24,26,44,30,63,21,25,2.365,2.56,49.61,10.435,9.055,1.77,2.76,19,5820
31,43,29,46,35,23,15,2.955,3.74,23.035,12.4,3.94,1.775,1.77,19,5821
23,29,19,37,30,28,16,2.165,2.56,30.71,9.645,4.335,2.36,1.38,19,5822
27,23,12,32,30,21,23,2.56,2.165,45.67,7.48,3.345,1.375,2.36,19,5823
23,29,28,37,42,19,15,2.165,2.56,32.875,8.86,5.515,1.575,1.575,19,5824
22,26,19,33,37,18,15,2.165,2.365,15.95,8.66,4.725,1.38,1.77,19,5825
23,22,21,21,39,25,15,2.165,2.165,36.225,5.51,5.705,2.165,1.575,19,5826
19,22,23,28,36,18,21,2.165,2.365,2.555,9.445,4.92,1.77,2.36,19,5827
24,18,19,26,26,15,21,2.36,1.97,2.365,7.875,3.54,0.985,2.36,19,5828
18,32,18,41,29,22,15,1.375,4.92,1.77,9.65,3.935,1.77,1.18,19,5829
24,22,17,26,31,15,17,1.97,2.165,10.04,6.89,4.53,1.18,1.38,19,5830
23,15,22,21,38,19,15,1.77,1.575,2.36,5.12,4.33,1.575,1.57,19,5831
21,20,23,24,38,7,13,1.57,1.97,2.165,6.495,4.33,0.39,1.18,19,5832
13,25,22,25,30,18,18,0.98,2.555,2.95,6.89,10.24,1.38,2.56,19,5833
19,22,11,25,24,21,12,2.165,1.97,27.365,7.09,5.905,1.57,1.18,19,5834
27,28,14,27,30,16,17,2.56,2.56,64.97,7.48,5.115,1.18,1.57,19,5835
19,27,19,34,45,25,21,1.77,2.95,47.445,12.795,6.695,1.97,1.965,19,5836
29,13,9,19,27,15,16,2.165,0.985,45.675,6.105,6.105,1.575,2.165,19,5837
22,20,15,28,48,16,11,1.97,1.965,46.66,8.27,9.65,1.18,0.985,19,5838
22,23,14,25,28,21,18,1.57,2.165,45.675,5.905,3.15,1.965,1.575,19,5839
22,21,13,26,28,19,13,1.77,2.165,45.87,6.695,3.345,1.38,1.575,19,5840
17,26,9,27,20,19,17,1.375,2.36,45.675,8.27,2.755,1.575,1.375,19,5841
25,26,20,30,32,16,14,2.365,2.755,46.855,9.645,3.94,1.575,1.375,19,5842
18,23,18,26,35,23,9,1.97,2.165,43.115,7.28,4.525,2.165,0.985,19,5843
15,19,27,23,26,13,12,1.375,2.165,3.145,7.875,4.525,1.18,1.18,19,5844
19,24,17,23,30,18,13,1.77,2.56,1.97,6.89,4.925,1.965,1.375,19,5845
16,19,34,29,44,13,19,1.375,1.97,4.725,8.86,5.905,1.575,1.77,19,5846
18,25,24,25,39,20,9,1.77,2.56,2.56,6.89,4.725,1.575,0.79,19,5847
29,14,24,17,21,11,15,2.955,1.77,6.1,4.33,2.955,0.985,1.57,19,5848
21,18,17,22,25,12,8,1.97,1.77,8.27,7.285,2.755,1.375,0.59,19,5849
15,17,15,18,23,15,7,0.985,1.57,4.13,4.525,3.145,1.18,0.79,19,5850
17,21,28,50,52,9,16,1.77,2.56,3.94,9.055,15.555,0.59,1.575,19,5851
20,23,21,30,40,17,19,2.165,2.365,2.955,9.06,11.815,1.575,2.56,19,5852
26,22,17,26,27,14,14,2.955,3.15,2.95,9.055,8.07,1.57,1.97,19,5853
13,37,15,33,29,15,15,1.77,5.71,7.68,13.19,5.51,1.97,1.77,19,5854
26,20,27,31,39,26,19,2.955,2.36,3.545,11.42,6.3,3.345,2.165,19,5855
25,22,25,24,42,15,23,2.165,3.74,39.375,9.255,6.695,1.375,2.36,19,5856
31,26,27,32,47,23,18,2.755,4.135,15.745,12.205,6.5,3.145,2.555,19,5857
24,30,21,28,22,16,9,2.56,3.345,1.77,8.855,2.56,1.97,0.79,19,5858
27,28,23,31,36,20,20,2.56,2.755,2.56,9.645,4.92,1.77,3.15,19,5859
23,24,22,33,37,21,10,2.165,2.755,3.94,11.025,6.695,1.97,0.785,19,5860
19,35,22,39,48,27,11,1.965,4.92,2.165,13.98,14.175,3.15,0.985,19,5861
26,30,22,39,36,29,18,2.165,4.135,3.15,15.16,7.085,2.755,1.77,19,5862
25,24,34,31,54,22,29,2.165,3.935,4.33,12.205,8.075,3.545,3.545,19,5863
34,45,35,38,53,19,22,2.95,5.315,3.935,15.555,6.89,2.365,2.365,19,5864
30,35,30,42,38,26,26,2.955,6.105,3.74,21.455,4.925,3.545,2.56,19,5865
29,35,31,44,50,30,28,2.76,4.13,3.545,15.945,7.68,4.13,2.955,19,5866
36,43,33,51,50,29,34,3.54,6.105,3.935,18.505,7.68,3.15,5.905,19,5867
40,44,31,51,51,30,26,3.935,4.725,3.935,13.98,8.86,2.955,3.935,19,5868
35,32,50,40,62,34,39,3.545,3.345,7.085,12.21,9.25,2.95,6.1,19,5869
43,43,44,48,75,28,25,4.135,5.51,21.85,17.13,13.385,3.345,2.36,19,5870
45,42,45,54,60,34,26,4.53,4.92,4.92,16.34,7.875,3.74,4.92,19,5871
36,45,47,55,59,37,28,3.545,6.695,7.085,23.62,11.025,3.74,4.13,19,5872
48,62,43,62,70,37,37,4.725,7.675,10.435,18.9,14.175,3.94,5.315,19,5873
46,48,51,57,72,43,49,4.72,7.285,7.09,23.235,16.34,4.92,6.695,19,5874
54,54,60,56,81,36,32,5.315,6.89,8.075,24.605,14.175,3.74,4.33,19,5875
58,51,45,62,72,44,51,6.3,6.695,5.315,23.82,13.585,6.495,8.86,19,5876
59,57,56,63,97,52,47,5.515,6.89,29.335,25.005,20.87,6.3,6.69,19,5877
68,66,53,64,88,38,42,10.83,9.45,8.07,24.805,15.555,3.935,5.905,19,5878
58,76,61,65,77,43,57,5.905,18.31,8.465,34.055,14.175,5.905,9.645,19,5879
54,67,76,59,110,60,63,6.495,12.995,11.415,68.11,20.08,7.68,8.86,19,5880
73,74,60,72,97,58,60,10.235,10.43,29.725,31.105,16.54,7.48,8.075,19,5881
52,45,60,34,89,52,61,6.1,17.72,27.955,14.37,16.54,6.695,14.37,19,5882
58,74,81,55,103,37,59,7.28,18.11,14.175,68.9,19.49,4.525,8.27,19,5883
71,71,59,81,97,56,49,11.615,19.29,11.025,95.08,20.28,7.285,6.3,19,5884
71,74,38,102.11,81,72,54,9.45,16.535,40.95,71.66,11.025,10.825,6.89,19,5885
69,65,69,73,92,72,63,8.86,20.275,10.04,60.83,17.525,8.855,12.005,19,5886
61,57,61,61,94,65,52,10.235,17.52,21.655,70.87,25.595,7.875,7.68,19,5887
63,92,48,67,91,54,58,8.265,45.475,50.595,84.06,14.565,7.875,8.86,19,5888
87,89,70,48,102,64,64,15.355,52.565,10.04,100,26.575,8.465,12.205,19,5889
73,68,71,51,98,82,67,10.435,48.23,10.43,100,21.26,18.305,29.135,19,5890
69,85,84,36,103,63,74,8.465,43.505,18.11,100,34.85,8.855,20.275,19,5891
86,78,95,46,98,91,66,15.16,22.445,49.81,100,29.525,13.975,10.63,19,5892
99,73,53,66,125,57,76,14.37,23.82,54.335,100,27.165,7.085,28.35,19,5893
70,89,61,51,91,72,85,8.665,29.725,55.12,100,40.755,17.325,23.82,19,5894
68,71,63,50,104,71,59,10.825,20.275,82.095,100,43.9,18.9,22.44,19,5895
86,73,55,59,97,70,67,14.765,30.71,78.75,100,35.04,9.45,11.815,19,5896
99,90,92,44,100,60,83,12.405,39.765,49.415,100,32.09,9.65,21.85,19,5897
81,78,82,56,109,67,81,13.39,26.58,45.675,100,39.375,9.45,18.11,19,5898
85,76,80,63,104,75,74,17.72,31.3,35.24,100,58.275,12.995,13.975,19,5899
80,84,101,49,91,66,57,19.295,73.235,52.955,100,77.565,12.995,8.27,19,5900
87,83,88,43,96,74,83,69.69,91.93,72.645,100,47.84,15.55,14.375,19,5901
92,59,75,41,104,79,81,53.94,100,28.35,100,28.74,16.735,13.19,19,5902
81,86,70,43,115,73,64,75.4,95.08,52.565,100,38.385,11.615,11.615,19,5903
81,45,60,47,108,68,76,76.78,95.28,68.51,100,32.285,10.435,14.965,19,5904
74,69,57,71,117,70,90,72.25,100,63.59,100,34.455,11.615,37.21,19,5905
104,71,94,41,127,68,76,65.16,100,47.245,100,45.87,19.095,19.685,19,5906
87,75,81,44,101,52,78,88.98,100,74.22,100,37.995,11.22,20.08,19,5907
93,64,84,48,106,81,65,57.68,100,37.8,100,53.15,23.23,16.535,19,5908
76,64,87,64,85,68,76,90.36,100,33.465,100,62.21,20.865,15.355,19,5909
84,79,95,65,99,52,61,61.225,100,38.39,100,67.525,28.35,8.465,19,5910
87,72,74,57,98,59,93,62.405,98.63,67.33,100,60.83,23.625,27.365,19,5911
83,69,59,41,106,71,77,64.965,100,80.32,100,49.61,18.305,15.16,19,5912
83,68,88,38,104,65,72,75.99,97.445,55.515,100,52.365,60.045,24.805,19,5913
91,67,100,49,102,64,74,68.905,95.87,44.49,100,61.42,83.275,15.355,19,5914
80,89,90,49,90,42,63,56.695,94.69,51.97,100,71.66,100,21.26,19,5915
78,78,93,45,92,53,85,88.59,95.28,40.555,100,77.565,100,23.425,19,5916
82,79,94,47,100,72,72,52.76,57.09,39.965,100,53.35,94.69,23.03,19,5917
89,83,75,69,95,62,77,86.42,18.9,72.645,97.05,48.035,75.795,14.175,19,5918
93,74,76,68,81,58,73,88.39,18.705,70.48,56.105,70.085,94.1,19.49,19,5919
84,82,79,65,84,61,78,79.73,27.165,86.03,72.055,70.87,89.77,14.57,19,5920
92,92,96,70,96,55,57,72.645,28.545,74.81,98.625,59.06,100,9.255,19,5921
65,73,93,59,90,79,58,100,21.655,36.42,96.065,59.255,72.055,9.255,19,5922
56,96,74,65,88,67,77,85.83,30.515,29.53,94.695,51.385,91.735,15.355,19,5923
98,92,104,67,91,55,98,69.1,54.335,42.13,75.595,71.265,99.805,20.475,19,5924
87,95,96,49,115,46,92,71.07,83.665,63.395,100,57.09,99.02,53.35,19,5925
69,81,76,50,125,83,75,80.52,36.815,94.295,100,30.12,87.995,63.785,19,5926
92,98,62,60,106,85,75,73.435,35.635,80.715,100,56.895,67.915,68.905,19,5927
96,108,76,42,107,77,72,55.91,34.255,56.695,100,41.34,31.5,59.255,19,5928
81,85,100,56,120,76,71,70.87,37.795,59.85,100,39.765,25,65.56,19,5929
95,97,82,51,111,60,60,61.42,51.775,27.76,100,36.025,37.21,56.11,19,5930
84,66,98,58,118,73,72,64.175,18.31,47.445,93.51,36.815,58.47,69.885,19,5931
75,85,78,63,105,49,113,77.96,13.975,21.855,63.59,24.41,93.515,31.5,19,5932
91,113,77,72,76,46,107,62.995,30.12,18.305,78.35,49.805,89.375,20.275,19,5933
88,72,86,58,73,84,106,53.745,16.735,27.565,100,71.66,77.565,32.09,19,5934
87,69,87,56,78,53,96,62.605,11.815,21.26,79.34,95.48,62.605,17.915,19,5935
99,106,97,75,116,59,95,57.485,41.54,30.71,59.455,34.255,98.825,25.79,19,5936
74,94,93,68,108,44,82,76.78,30.12,67.135,98.035,36.815,98.825,22.835,19,5937
96,103,73,55,102,34,74,57.685,27.955,29.925,100,35.825,100,18.115,19,5938
66,90,96,61,114,38,72,80.52,24.02,21.85,100,38.78,95.475,20.865,19,5939
84,88,92,47,110,60,78,67.525,20.08,25.985,100,26.58,100,36.81,19,5940
90,90,87,50,107,64,79,48.825,24.61,24.41,100,27.955,100,24.605,19,5941
82,89,89,54,114,15,68,53.94,19.295,41.735,100,32.485,100,38.39,19,5942
94,73,72,42,87,33,102,42.52,14.765,36.42,95.475,27.165,100,38.19,19,5943
56,84,81,64,103,73,75,27.165,15.355,23.23,72.25,35.83,88.98,36.81,19,5944
88,98,86,64,93,73,77,49.22,34.06,33.665,80.52,51.385,97.84,29.335,19,5945
73,87,78,65,91,78,77,30.71,14.965,28.345,83.075,34.45,66.145,31.695,19,5946
77,100,117,71,107,35,75,33.86,23.82,38.19,62.01,33.86,100,20.87,19,5947
76,119,81,70,102,70,71,21.065,25.79,15.745,81.11,61.815,85.635,23.62,19,5948
87,80,107,54,111,58,76,53.15,20.28,29.73,100,29.53,80.515,33.075,19,5949
62,95,100,53,117,65,63,27.56,21.455,31.305,100,34.255,89.57,40.75,19,5950
96,85,84,48,122,51,90,39.18,14.37,19.49,83.665,35.635,100,17.325,19,5951
85,113,109,75,121,72,67,50.79,25.005,45.675,94.495,39.96,86.025,47.445,19,5952
82,91,101,41,118,79,72,51.58,19.295,50.205,100,33.27,54.335,34.055,19,5953
74,101,89,57,110,76,85,90.165,52.56,55.315,100,40.75,29.53,42.915,19,5954
91,79,84,34,111,63,82,98.035,19.095,37.21,100,49.61,9.255,67.92,19,5955
86,64,82,45,101,55,76,85.44,12.6,29.135,100,37.995,11.025,71.065,19,5956
84,78,82,59,95,60,65,81.505,15.945,41.34,100,32.875,11.22,71.465,19,5957
88,77,84,44,105,69,58,78.35,20.08,43.31,100,45.08,15.75,55.12,19,5958
96,76,93,47,100,54,57,90.755,21.655,54.335,100,46.655,8.465,63,19,5959
103,94,68,38,111,68,108,82.685,27.17,67.33,100,54.335,18.705,40.36,19,5960
85,94,98,41,120,65,112,90.955,51.38,28.745,100,34.845,11.415,78.155,19,5961
95,80,81,27,103,62,85,66.545,18.7,18.9,100,23.43,12.995,84.65,19,5962
71,87,95,25,108,73,103,80.515,60.435,31.89,100,48.23,13.78,90.75,19,5963
84,86,84,35,105,68,109,70.28,83.27,28.94,100,20.87,9.845,92.525,19,5964
93,87,84,65,98,59,51,67.325,95.87,26.775,100,56.105,35.435,71.855,19,5965
87,76,105,34,98,62,60,41.345,100,40.555,100,46.46,53.745,50.395,19,5966
73,74,98,33,100,44,71,20.865,100,34.255,100,81.305,49.805,56.105,19,5967
49,34,45,25,49,28,26,8.07,50,17.715,50.59,33.665,25.79,30.315,19,5968
88,84,77,57,110,63,43,25.005,98.23,27.365,100,29.33,34.055,70.475,19,5969
81,81,56,35,120,74,55,48.82,95.08,49.41,100,27.365,12.205,67.92,19,5970
81,60,82,58,116,62,70,37.01,96.46,36.81,100,27.955,11.615,64.57,19,5971
88,97,86,43,118,77,58,27.165,93.31,59.26,100,33.665,21.26,65.75,19,5972
85,86,105,58,130,90,55,27.76,83.075,48.04,100,28.935,22.44,74.22,19,5973
90,105,83,54,114,86,38,18.9,21.265,32.48,100,68.115,18.7,69.1,19,5974
100,103,80,76,123,77,68,21.655,22.44,34.65,100,67.525,18.9,59.65,19,5975
86,105,84,57,133,103,63,44.095,17.915,34.45,88.98,31.105,24.805,47.445,19,5976
69,96,97,55,113,79,71,62.01,15.155,40.36,98.625,41.54,14.37,66.74,19,5977
86,80,111,61,111,80,60,57.68,10.435,38.785,99.415,32.68,12.01,67.525,19,5978
89,84,81,82,125,76,60,51.58,12.6,23.23,60.24,25.79,10.83,65.95,19,5979
81,80,86,72,112,71,49,31.5,12.405,30.12,65.95,26.38,10.63,67.72,19,5980
74,90,76,84,102,80,71,78.945,20.865,12.795,60.835,45.675,11.225,60.44,19,5981
80,102,89,71,128,54,55,78.745,41.935,37.015,100,38.98,6.89,59.85,19,5982
85,103,95,57,110,82,50,53.55,20.67,31.895,100,32.68,17.125,66.345,19,5983
84,94,93,50,115,73,60,68.705,37.6,18.115,100,25.79,13.585,57.68,19,5984
91,104,89,55,129,91,56,40.755,44.69,34.055,100,31.105,21.265,56.7,19,5985
98,85,83,48,134,72,70,37.6,67.92,24.015,100,23.82,17.325,63.195,19,5986
87,97,85,48,129,79,66,26.975,46.66,25.79,100,21.065,10.435,54.925,19,5987
88,89,97,56,130,62,75,15.555,19.49,36.225,100,27.365,7.875,59.06,19,5988
75,74,93,38,124,80,50,11.81,12.205,31.5,100,23.82,12.795,63.785,19,5989
95,107,96,56,140,77,46,36.615,21.855,47.055,100,28.35,51.97,64.765,19,5990
92,92,82,45,122,59,51,53.745,16.73,73.235,100,25.2,51.385,65.165,19,5991
89,80,43,43,121,71,60,59.85,16.535,98.43,100,39.77,54.53,57.485,19,5992
89,98,101,40,118,77,59,68.315,20.28,38.785,100,33.86,56.105,64.57,19,5993
83,100,83,51,92,83,28,54.335,19.49,19.69,100,74.02,18.11,75.795,19,5994
81,91,94,53,98,68,77,80.515,47.445,33.47,100,63.59,11.815,55.515,19,5995
83,88,94,45,113,67,78,86.23,33.47,21.85,100,24.805,10.235,55.52,19,5996
77,87,85,46,128,84,48,82.485,23.625,20.475,100,36.225,15.55,68.9,19,5997
75,81,91,49,118,97,46,86.225,12.6,23.82,100,23.625,16.54,65.555,19,5998
86,83,89,65,118,79,66,72.25,16.54,17.525,100,38.98,11.81,62.8,19,5999
93,92,107,55,124,61,63,75.005,12.8,28.15,100,28.94,9.65,56.89,19,6000
84,103,93,55,106,83,56,82.68,16.735,62.21,100,40.36,20.475,62.605,19,6001
92,86,95,52,131,80,101,60.83,15.16,75.4,100,32.09,17.13,70.28,19,6002
85,111,88,38,124,66,105,89.965,18.115,87.605,100,27.955,9.055,93.905,19,6003
90,83,95,40,112,71,105,68.12,19.1,85.83,100,46.065,9.055,88.985,19,6004
87,99,74,51,134,73,111,82.685,24.215,77.955,100,39.96,37.205,93.905,19,6005
85,85,53,54,136,82,98,71.265,25.985,71.065,100,30.905,60.04,95.48,19,6006
